gene	logFC	pvalue	fdr	LR
UST	-4.72616979118086	4.25408180277688e-07	5.16033292260531e-06	25.575493154739
SSBP3	3.16852449545824	4.26171098552283e-07	5.16586822986145e-06	25.5720358502758
ENSG00000262370	9.80980380810688	4.32923772495575e-07	5.24394870077495e-06	25.5417026191651
LINC01637	7.97703490733642	4.36270859366621e-07	5.28069519358348e-06	25.5268427684001
INPP4B	-8.7619334753972	4.41103725653888e-07	5.33536013893924e-06	25.5055870254173
CFH	-11.8311564427067	4.45233779235067e-07	5.38145189837277e-06	25.4876065656762
CTSC	3.5759833586133	4.47071014605939e-07	5.39978460580321e-06	25.4796617112112
IKZF1	11.3703499744493	4.4823112664917e-07	5.40991851927784e-06	25.4746618188619
OBSL1	-3.72522941106396	4.51628478664066e-07	5.4470209284258e-06	25.4600940710561
HES1	-6.0508305744162	4.56002368016322e-07	5.49583969864593e-06	25.4414998893847
SLC50A1	2.33457915341981	4.57792341142412e-07	5.5134690178045e-06	25.4339419018294
LRP4	-6.00754947680127	4.60012757565027e-07	5.5362535372951e-06	25.4246074727101
ACAT2	3.95928354291472	4.60570227759731e-07	5.5390062580469e-06	25.4222710124561
FCRL3	8.49635228556365	4.61741320645175e-07	5.54912946615588e-06	25.4173719665469
CSPG4	-6.1566161112968	4.66542149232823e-07	5.5992036029156e-06	25.3974179665028
TRAIP	-4.02374125104884	4.66572607186984e-07	5.5992036029156e-06	25.3972920303352
FAM161A	-5.05624770002831	4.68483888392493e-07	5.61813881532036e-06	25.389405792632
HTR7	-8.80994406377848	4.7474763671539e-07	5.68920549859005e-06	25.3637848354716
ASAP3	-7.86888159195869	4.80661067772183e-07	5.75597607028678e-06	25.3399059121169
COL16A1	-13.8933485200814	4.84978303163255e-07	5.79943181688977e-06	25.3226578321732
NEXN	-5.4207073907756	4.84673936942959e-07	5.79943181688977e-06	25.3238687731391
PLCG1	-2.36591517882852	4.86668822853424e-07	5.81551985550166e-06	25.315945826037
ENSG00000223799	5.54621091299871	4.89450162769167e-07	5.84461076718476e-06	25.3049535491886
MPO	9.24124705255746	5.0095240160301e-07	5.97349399476936e-06	25.2601503192506
OGFRL1	3.82294923427509	5.00873978422067e-07	5.97349399476936e-06	25.2604522854857
DTX4	6.54382540239076	5.03215228452657e-07	5.99623294497794e-06	25.2514577202172
CHST7	2.89699536481555	5.03690975400723e-07	5.99766024348183e-06	25.2496351351465
DUT	-2.38970357848268	5.04125174175236e-07	5.99859114384078e-06	25.2479732267337
USP1	-2.73490337786754	5.06150605399572e-07	6.01844146109907e-06	25.2402397422791
TDRD6	7.5069321712998	5.08278155300155e-07	6.03947717817511e-06	25.2321496894475
RNF13	2.76316131448193	5.09907149113589e-07	6.0545634639992e-06	25.2259783221858
DYRK3	-4.93385433917425	5.14436416510684e-07	6.10404167731586e-06	25.2089227276551
HES7	-10.7747444005197	5.14867755518935e-07	6.10486052972451e-06	25.2073063182948
ACOT2	2.66191627640449	5.24524589293786e-07	6.21498931435373e-06	25.1714691860952
NXPH4	-7.53795778966846	5.25198402001799e-07	6.21860005293627e-06	25.1689933665884
BMPER	-12.5424470353493	5.34306060815342e-07	6.32199636143097e-06	25.1358376230101
NTN4	-9.90632008124642	5.36958370839361e-07	6.34892041422624e-06	25.1262885719056
ENSG00000248587	-10.7358379546216	5.40840156051222e-07	6.38585549355784e-06	25.1123979811492
MMP9	9.11592086772618	5.40728045865428e-07	6.38585549355784e-06	25.1127977529595
FAM135B	10.2262875375267	5.4324583052314e-07	6.40976820622156e-06	25.1038395878338
IFNLR1	4.28062269283767	5.46644553122259e-07	6.44535624601605e-06	25.0918128811662
TSPAN13	-5.21728395769274	5.4847831187978e-07	6.46245529850518e-06	25.0853550484219
FAM43B	-10.3235027554491	5.53112948741675e-07	6.51250878640705e-06	25.0691295436184
RECQL4	-3.01292408942176	5.53579731608428e-07	6.51345314097095e-06	25.0675029348199
SLITRK4	11.2810733126973	5.55008028826672e-07	6.52570151967941e-06	25.0625342431236
GINS3	-3.4163339156586	5.71529762739454e-07	6.71527543402864e-06	25.0059733413106
CORO2A	4.21286216538515	5.73352167717469e-07	6.73199350095584e-06	24.999835134142
SIX1	-7.8233782093716	5.73957673850537e-07	6.73441006038141e-06	24.997800002738
RIMS2	-7.21437764780921	5.74651118747022e-07	6.73785434917785e-06	24.99547194803
C2	5.73973292233719	5.91479780874215e-07	6.93034967173132e-06	24.939821491828
CLDN23	6.73042056595088	5.97429074491595e-07	6.99519282564898e-06	24.9205269391608
AASS	-5.96054324915738	5.98039112293618e-07	6.99747291877443e-06	24.9185593847809
FAM13C	-9.60347547546753	6.01238129883495e-07	7.03002168661138e-06	24.9082744288585
CGB5	-11.7193061674508	6.03908980389183e-07	7.05635396017846e-06	24.8997294884026
SLC4A4	-7.33970580054539	6.07489479672226e-07	7.09327113166828e-06	24.8883335324003
MUCL1	11.3100846004303	6.09926749686789e-07	7.11679764921933e-06	24.8806146856955
NKX3-1	-9.04991255696355	6.13939596984179e-07	7.15866316234355e-06	24.8679731028929
GPX3	5.1087029004262	6.17178098764093e-07	7.19144798483831e-06	24.8578311851879
PLA2G7	9.2820574410734	6.17635610207194e-07	7.19180538796199e-06	24.8564027135351
EPHA5	-11.6984216459764	6.22015902053776e-07	7.23780796526525e-06	24.8427797413908
CREG1	3.56154025644831	6.22813431356045e-07	7.24208661485024e-06	24.8403097311583
C1QA	11.7314114877822	6.280144721265e-07	7.29249885655369e-06	24.8242790650077
HLA-DMA	6.52903841874423	6.27712416959461e-07	7.29249885655369e-06	24.825206413501
CCNF	-2.83717147368658	6.28573908953044e-07	7.29396817627399e-06	24.8225627020123
LINC00632	-9.93790855987747	6.37325697950689e-07	7.3904340569657e-06	24.7959096366013
HSD17B4	2.97932265259309	6.39545987545354e-07	7.4110800166105e-06	24.7892062300906
SORT1	4.24129970344439	6.46871255985263e-07	7.49081360281491e-06	24.7672544064999
REEP2	-5.75988916217224	6.48294308972534e-07	7.50213654661966e-06	24.7630188315604
LPCAT3	2.75022214504533	6.51947942788133e-07	7.53923877010107e-06	24.7521867030249
B3GNT8	6.26688674411653	6.55029810736304e-07	7.56968263449656e-06	24.7430969390417
ENSG00000271127	-7.65603468278304	6.62861688052912e-07	7.65104137919572e-06	24.720188909145
RNASEL	3.32087290846543	6.62978242840866e-07	7.65104137919572e-06	24.719850042766
SLC25A37	-3.03473393360076	6.71275565424901e-07	7.74149349886663e-06	24.695878979373
ENSG00000205414	8.823329316721	6.80362559777949e-07	7.84092255109348e-06	24.6699650309063
C8ORF88	-6.64208667884338	6.83327654595454e-07	7.86971131392946e-06	24.6615843274784
LIN9	-3.74486105032338	6.8390401603783e-07	7.87096910261025e-06	24.659959501871
PSMC3IP	-4.6850221656039	6.85825647576214e-07	7.88769715768712e-06	24.6545521161836
MTMR10	2.64645263967325	6.87497769986466e-07	7.90153473840517e-06	24.6498591845792
PAICS	-3.22705475267434	6.93133159736959e-07	7.96087294370008e-06	24.6341269144983
ARHGAP42	-6.19912297082261	7.10241140441953e-07	8.15180720388724e-06	24.5871406990367
RTKN2	-7.12752225307336	7.11768418837663e-07	8.16377541796853e-06	24.5830014253552
WDR7	2.37954418009062	7.1333518388373e-07	8.17617994099114e-06	24.578764377578
ADCY6	-3.70793861718769	7.21016140881241e-07	8.25860024317337e-06	24.558126635988
SH3TC1	9.15961785284958	7.31212701328233e-07	8.36970299230938e-06	24.5310677725095
HOXB7	-7.91168011289049	7.35425727522933e-07	8.4122118689979e-06	24.5199978520635
LOC105369519	6.2657613556166	7.4309784630477e-07	8.49420326485012e-06	24.500001363944
CSRP2	-6.8893654965276	7.47302802200018e-07	8.53647790797837e-06	24.4891292763169
RPL13P8	-6.76317356418067	7.50669239878209e-07	8.56912332161785e-06	24.4804693333265
ANXA8	-14.4959536888525	7.55712806774244e-07	8.61987278295439e-06	24.4675676868353
SAMD11	-5.64258970201991	7.56138166847089e-07	8.61987278295439e-06	24.4664835493879
RSU1	2.195746302467	7.6080649838268e-07	8.66722697177131e-06	24.4546251527867
ACP2	2.59687515093275	7.68639717141018e-07	8.74463915875018e-06	24.4348903475545
CGB2	-12.4923732776551	7.68480327607238e-07	8.74463915875018e-06	24.4352898956902
COL8A2	8.66896486922638	7.72604632376895e-07	8.78381609373705e-06	24.4249779820639
PEPD	2.69907873402112	7.79552706930817e-07	8.85683314840009e-06	24.4077300411607
CHN1	-5.86412656440479	7.95047120068029e-07	9.01711064492894e-06	24.3698153372158
COBLL1	-3.44606639578743	7.95178645019387e-07	9.01711064492894e-06	24.369496678099
ENSG00000225096	-9.55279738810887	7.95265381824702e-07	9.01711064492894e-06	24.3692865607787
SIPA1	2.46590160827869	7.97255044657652e-07	9.03359128946656e-06	24.3644729610013
CCDC184	-10.0330159783994	8.00467927180477e-07	9.06390060824184e-06	24.3567253935243
LINC00461	-11.2607223702056	8.03759445482099e-07	9.09505903084479e-06	24.3488204720042
CHAF1A	-2.52658593691303	8.09818722076604e-07	9.15747358944208e-06	24.3343530041733
CLEC7A	9.94719498951891	8.16228477548548e-07	9.21758285403183e-06	24.3191663835881
NR2F2-AS1	-8.89505244108688	8.15739771127959e-07	9.21758285403183e-06	24.3203200562616
P2RY12	7.38365551326033	8.2153971839321e-07	9.27134810127742e-06	24.30667279711
ACSL1	3.08331922752074	8.30682641425954e-07	9.36812982542351e-06	24.2853544954584
GFOD1	2.81898155336937	8.31227615229874e-07	9.36812982542351e-06	24.2840912355986
NMNAT2	-9.80180894948583	8.37982756888608e-07	9.43794884412845e-06	24.2685012696918
PARP15	8.24422821273652	8.48195764976377e-07	9.54659348302403e-06	24.2451686883632
SCN2A	-9.24069035473627	8.5629201351748e-07	9.63128446979708e-06	24.2268713613443
MATN3	-7.64576526716377	8.62280784579077e-07	9.69217407563233e-06	24.2134481592779
ENSG00000236136	9.264384118293	8.66155728001861e-07	9.72275673624474e-06	24.2048126014714
LHX2	-9.49664912148757	8.66020756563719e-07	9.72275673624474e-06	24.2051127421632
MYLK	-6.69050289243417	8.77481409091478e-07	9.84333173221192e-06	24.1797929310418
AATBC	5.55791251181164	8.8295695408992e-07	9.89816481667403e-06	24.1678127423789
GDPD5	2.89283452545207	8.83931287377225e-07	9.90249884376255e-06	24.1656887652666
GALNT12	5.89829996062659	8.89180263615293e-07	9.95032747298225e-06	24.1542866107189
LYN	3.05572514556455	8.89381754069159e-07	9.95032747298225e-06	24.1538502668542
AXL	-10.4695158326973	8.92292292200466e-07	9.97626597961888e-06	24.1475582955321
ABCC9	-12.6664700258857	8.97133697719058e-07	1.00171011748631e-05	24.1371376441996
DHFR	-3.46893839464675	8.96605409428808e-07	1.00171011748631e-05	24.138271988523
KCNMB1	10.4850942749664	9.0250107474376e-07	1.00703580187799e-05	24.1256506011685
SIM2	-9.57502700163141	9.07697352330108e-07	1.0121636458908e-05	24.1145948175584
ENSG00000275801	9.96446607140818	9.12353702377085e-07	1.0166830377878e-05	24.1047415874548
TDRD3	3.6284586876102	9.18114606706598e-07	1.02242650419032e-05	24.0926205827623
HES4	-7.5837423179854	9.2770967924911e-07	1.03242935176144e-05	24.0726007489998
TRAF3IP3	6.79813063986507	9.40092142023843e-07	1.04551897696104e-05	24.0470698017315
NECAB1	-7.65514459494278	9.44831908528504e-07	1.05009715216337e-05	24.0373861925935
GLIS1	-12.3201486854093	9.46756820444847e-07	1.05154289173864e-05	24.0334673912192
AOAH	6.90146394664041	9.51871460111615e-07	1.05652715622007e-05	24.0230935260433
FADS2	2.99243483373283	9.54102670715974e-07	1.05830651078956e-05	24.0185855300717
PCDH18	-10.0323866804142	9.56809781918075e-07	1.06061105365379e-05	24.0131301852246
TULP3	-2.72483298286571	9.67425326120818e-07	1.07167319656868e-05	23.9918861646163
OSBPL11	2.32148445475255	9.82218458229153e-07	1.08704542522186e-05	23.9626685055024
RHPN2	-7.66378355802004	9.82592547102436e-07	1.08704542522186e-05	23.9619353826713
GSTK1	2.40381187219584	9.88731829176242e-07	1.09240279277315e-05	23.9499437146928
RGS17	-6.04679266650216	9.8828486615821e-07	1.09240279277315e-05	23.9508142300353
GIMAP1	9.82613034623211	9.96118863104927e-07	1.09984316674017e-05	23.9356134372226
HSD17B14	4.14886360160589	9.98760919137551e-07	1.10203816152905e-05	23.9305139122535
GALNT6	4.04229244778244	9.99651662717706e-07	1.10229914038813e-05	23.9287977055956
ADAMTS6	-7.59846233171826	1.01182885705961e-06	1.11462450355027e-05	23.9054883234336
HDGFL3	-2.36320469691186	1.01215234757666e-06	1.11462450355027e-05	23.9048729460648
THRA	2.60465042849754	1.01302091777516e-06	1.11485234772003e-05	23.9032216365568
NEBL	-8.97816173824639	1.01471486756473e-06	1.11598765036542e-05	23.9000052115144
OTOAP1	7.67983175960501	1.01857722889844e-06	1.1195047442733e-05	23.8926915566413
TMEM171	-9.39203071296738	1.02731003511876e-06	1.12836680454472e-05	23.8762573779786
LCA5	-5.83215689530771	1.03001524795559e-06	1.12989811823422e-05	23.8711948771063
TMEM59L	-11.2309403655006	1.03004540899031e-06	1.12989811823422e-05	23.87113850932
CSRNP3	-9.74520058421591	1.03879377134053e-06	1.13875317197896e-05	23.8548582187271
RAP1A	2.77419317443555	1.04252260890306e-06	1.14209775275732e-05	23.8479607783603
FUOM	4.32781100475144	1.04554658202209e-06	1.14466630022679e-05	23.8423853083661
MAN1C1	5.20153373544858	1.04900136492986e-06	1.14770285699372e-05	23.8360352872012
HOXD11	-11.3401899842793	1.0530553062893e-06	1.15139058115953e-05	23.8286106797964
HROB	-4.77891202620955	1.06194728848807e-06	1.16035991334212e-05	23.8124253113822
MIR100HG	-15.0378114124293	1.06648338875138e-06	1.16380690525077e-05	23.8042208830836
PTK2B	3.77351472151638	1.06633517860389e-06	1.16380690525077e-05	23.8044883967736
ORC1	-2.69175262454993	1.06945853389023e-06	1.16629817718553e-05	23.7988587304002
TFPI2	-9.42652487783606	1.07490118327046e-06	1.1714754228282e-05	23.7890879563689
KCNT2	-10.6447162896521	1.08197070230287e-06	1.17841786445385e-05	23.7764704015516
ENSG00000271714	-9.0984496003283	1.0890974362385e-06	1.1854136113167e-05	23.7638341385323
CA9	-15.8985710413331	1.09599461375269e-06	1.19183206584196e-05	23.751683610936
HADHB	2.91782476522581	1.09640910561756e-06	1.19183206584196e-05	23.7509558590071
GPR63	-7.73620461133106	1.09866538586015e-06	1.19351470576129e-05	23.7469991847263
PCNX2	-2.81583911916185	1.10277563416809e-06	1.19720790335684e-05	23.7398122402968
STAT6	4.1623972454534	1.10682652333412e-06	1.20083194408607e-05	23.7327553243262
ZNF480	-3.78877807811572	1.11552815908371e-06	1.20949381933085e-05	23.7176836747127
AURKA	-2.2887266385157	1.1277601152153e-06	1.22196978657637e-05	23.6966955070777
ENSG00000237980	9.49795426115003	1.13046870204385e-06	1.22411742678257e-05	23.6920788657463
FBP1	12.285580728091	1.14786447915797e-06	1.24215598004705e-05	23.6626905203875
EEPD1	3.37387159397321	1.15440450905711e-06	1.24843142317735e-05	23.6517572054378
CRABP2	5.99465097884487	1.15696663804305e-06	1.25039967186577e-05	23.6474908840763
TLL1	-12.7913415658082	1.16885792751366e-06	1.26244148850498e-05	23.6278133765426
CTSD	5.97221595010945	1.17473498811674e-06	1.26657495257047e-05	23.6181621242338
DOCK2	4.12305692203973	1.17434053292684e-06	1.26657495257047e-05	23.6188083771782
SLC9B2	-4.03299031928314	1.17494014533067e-06	1.26657495257047e-05	23.6178260923484
F13A1	8.77585951521464	1.180585384827e-06	1.27097009860342e-05	23.6086026340226
FNIP2	2.45039004288001	1.18203462787795e-06	1.27097009860342e-05	23.6062419273268
HOXC11	-12.4883530449607	1.18195545905463e-06	1.27097009860342e-05	23.6063708123462
PGD	3.21746384457818	1.18110324786402e-06	1.27097009860342e-05	23.6077587409828
KLF8	5.74432936860248	1.18869387392423e-06	1.27731524756054e-05	23.5954317026841
LIN28B	-14.251059122304	1.19142569316933e-06	1.27943476763608e-05	23.5910145872712
DAPP1	6.29718366825717	1.20133339339533e-06	1.28925263345974e-05	23.5750794762216
OXCT1	-2.93717313134685	1.20480507211993e-06	1.29215535710686e-05	23.5695269460814
GABARAPL1	2.75742319264364	1.20761245411369e-06	1.29434238163878e-05	23.5650485998755
SLC19A3	-9.94734790926198	1.20960899027046e-06	1.29565809771564e-05	23.5618700665439
ENSG00000269486	-10.0349888013082	1.21781519781755e-06	1.30361933087852e-05	23.5488606113024
TNFSF14	7.59570624515476	1.23085421043506e-06	1.31674048200764e-05	23.528369367431
SIGLEC17P	10.3007079056612	1.23381434490555e-06	1.31906966353513e-05	23.5237477439428
RFC4	-2.36747625939828	1.23490284880162e-06	1.31939620161436e-05	23.5220510713713
SIK1	-4.7718486180478	1.2379154564908e-06	1.32177677607184e-05	23.5173630686139
TMEM54	-5.97219523978665	1.24748207005629e-06	1.33114790363385e-05	23.5025516933854
COL5A2	-6.09328191816977	1.2574114153461e-06	1.34089398336496e-05	23.4872987163016
PIP4K2A	2.33174816808765	1.26072670708779e-06	1.34357901883126e-05	23.4822328145104
SKIL	-2.65176932492963	1.26690819307485e-06	1.34931328350937e-05	23.4728228289036
CNTNAP1	-6.00532200900793	1.28111719647486e-06	1.36272371486142e-05	23.4513660884049
GNA15	7.67012783146924	1.28062939275095e-06	1.36272371486142e-05	23.4520987467456
ENSG00000262151	10.0860595382721	1.28408322231061e-06	1.36501692193764e-05	23.4469172701938
CHRDL1	-11.0292363080795	1.29579887399438e-06	1.37573504901899e-05	23.4294448453529
KCNMB4	-7.59251432029218	1.29555735326247e-06	1.37573504901899e-05	23.4298034411951
PTN	-13.5113676213722	1.31532888510279e-06	1.39559045246202e-05	23.4006674963512
SLAMF9	7.29108635343183	1.32547616500743e-06	1.40547186307176e-05	23.3858842664283
TMC6	6.8776197639563	1.33091813790432e-06	1.41035469846226e-05	23.3780027311416
POLR3G	-3.86219516341942	1.33446627480701e-06	1.41322578656338e-05	23.3728814002091
SERF2	3.32141903325645	1.34313797725651e-06	1.42151581525094e-05	23.3604220403497
ENSG00000239467	-6.825239049454	1.34911540878369e-06	1.42694573274303e-05	23.3518806484659
SLC45A4	2.63171181969669	1.36883928365252e-06	1.44689919010423e-05	23.3239632606923
RNASET2	3.07162804781515	1.37090062148079e-06	1.44726219118608e-05	23.3210689390641
TSLP	-7.71609011982161	1.37023014037437e-06	1.44726219118608e-05	23.3220098814208
SH3BGRL2	-5.32956103073036	1.38302384099356e-06	1.45914644313716e-05	23.3041345704028
PKP4	-2.4388672486746	1.38503043807309e-06	1.46032663829278e-05	23.3013460146609
TUBA1A	3.32255367905184	1.38587589449234e-06	1.46032663829278e-05	23.3001723021007
DNAAF3	-10.0596955958818	1.38883735569401e-06	1.46210334042415e-05	23.2960666825806
ENSG00000237380	-10.1578843754922	1.3894177913358e-06	1.46210334042415e-05	23.2952630252555
ENSG00000278961	6.42893442307266	1.39016532219093e-06	1.46210334042415e-05	23.294228507827
VASP	3.99144234433263	1.39885739935669e-06	1.47032740622338e-05	23.2822402266959
LTBP2	-6.5775858650834	1.40290081956685e-06	1.47308532158686e-05	23.2766889016912
PRTG	-11.7913760833761	1.40322983034419e-06	1.47308532158686e-05	23.2762378998016
HOXA3	-9.46775613263664	1.40453518108289e-06	1.47353756326685e-05	23.2744495936672
ENSG00000260597	-9.16277632378018	1.41169052439797e-06	1.48012281553089e-05	23.2646764235609
TAGAP	8.54892438755759	1.42035859325009e-06	1.48828494637256e-05	23.2529034215094
KCNQ1	7.40072531489965	1.43317790531665e-06	1.50053946574232e-05	23.2356236193366
MFNG	6.43826040790756	1.43383496934248e-06	1.50053946574232e-05	23.2347421108046
RNF43	-6.74877265366624	1.46569354300169e-06	1.53292802644541e-05	23.1924800768302
LINC01504	5.24030715106057	1.48044129067412e-06	1.54739176839753e-05	23.173227450502
TBX18	-10.1621146252514	1.49087595846467e-06	1.55733223956424e-05	23.1597212367534
ESPN	-4.61888752949649	1.49216153555645e-06	1.55770939978877e-05	23.1580638015718
SLC26A10	-9.56624583757907	1.49459174971644e-06	1.55928027188683e-05	23.1549345477584
P2RX4	2.93470736302758	1.50207661274993e-06	1.56611935941978e-05	23.1453286651692
CD36	9.5612921170745	1.50752124618393e-06	1.57082408639165e-05	23.13837127676
